Income;Limit;Rating;Cards;Age;Education;Gender;Student;Married;Ethnicity;Balance
39.11;3189;263;3;72;12; Male;No;No;Asian;0
23949;5343;383;2;40;18; Male;No;Yes;African American;829
53598;3714;286;3;73;17;Female;No;Yes;African American;0
39705;3969;301;2;27;20; Male;No;Yes;African American;211
124.29;9560;701;3;52;17;Female;Yes;No;Asian;1687
10363;2430;191;2;47;18;Female;No;Yes;Asian;0
91876;6754;483;2;33;10; Male;No;Yes;Caucasian;605
44158;4763;351;2;66;13;Female;No;Yes;Asian;385
39609;2539;188;1;40;14; Male;No;Yes;Asian;0
20791;2672;204;1;70;18;Female;No;No;African American;0
10726;1568;162;5;46;19; Male;No;Yes;Asian;0
55056;3155;235;2;31;16; Male;No;Yes;African American;0
146183;9540;682;6;66;15; Male;No;No;Caucasian;1050
22379;3965;292;2;34;14;Female;No;Yes;Asian;384
27.59;2586;229;5;54;16; Male;No;Yes;African American;0
20405;4543;329;2;72;17; Male;Yes;No;Asian;1054
39.11;3189;263;3;72;12; Male;No;No;Asian;0
15476;2762;215;3;60;18; Male;No;No;Asian;52
140672;11200;817;7;46;9; Male;No;Yes;African American;1677
17316;1335;138;2;65;13; Male;No;No;African American;0
55412;5354;383;2;37;16;Female;Yes;Yes;Caucasian;1003
20996;3388;259;2;37;12;Female;No;No;African American;203
148924;9504;681;3;36;11;Female;No;No;Asian;964
36508;6386;469;4;79;6;Female;No;Yes;Caucasian;1048
14887;4745;339;3;58;12; Male;No;Yes;African American;724
23365;2179;167;2;75;15; Male;No;No;Asian;0
23.35;2558;220;3;49;12;Female;Yes;No;Caucasian;419
15717;905;93;1;38;16; Male;Yes;Yes;Caucasian;0
71408;7114;512;2;87;9; Male;No;No;Asian;872
32916;1786;154;2;60;8;Female;No;Yes;Asian;0
65896;5140;370;1;49;17;Female;No;Yes;Caucasian;293
82706;7506;536;2;64;13;Female;No;Yes;Asian;905
15125;3300;266;5;66;13;Female;No;No;Caucasian;279
10403;4159;310;3;43;7; Male;No;Yes;Asian;571
32164;2937;223;2;79;15;Female;No;Yes;African American;0
27.59;2586;229;5;54;16; Male;No;Yes;African American;0
20918;1233;128;3;47;18;Female;Yes;Yes;Asian;16
35.61;6135;466;4;40;12; Male;No;No;Caucasian;992
23365;2179;167;2;75;15; Male;No;No;Asian;0
32793;4534;333;2;44;16; Male;No;No;African American;467
28316;4391;316;2;29;10;Female;No;No;Caucasian;453
53308;2860;214;1;84;10; Male;No;Yes;Caucasian;0
21455;5829;427;4;80;12;Female;No;Yes;African American;1018
23793;3821;281;4;56;12;Female;Yes;Yes;African American;868
10635;3584;294;5;69;16; Male;No;Yes;Asian;423
160231;10748;754;2;69;17; Male;No;No;Caucasian;1192
23283;5443;407;4;49;13; Male;No;Yes;African American;912
23.45;2450;180;2;78;13; Male;No;No;Caucasian;0
39055;5565;410;4;48;18;Female;No;Yes;Caucasian;772
13561;3261;279;5;37;19; Male;No;Yes;Asian;297
98515;8760;633;5;78;11;Female;No;No;African American;1230
103893;7416;549;3;84;17; Male;No;No;Asian;669
71408;7114;512;2;87;9; Male;No;No;Asian;872
44205;5441;394;1;32;12; Male;No;Yes;Caucasian;607
45.12;3762;287;3;80;8; Male;No;Yes;Caucasian;70
58781;7402;538;2;81;12;Female;No;Yes;Asian;1103
11795;3899;300;4;25;10;Female;No;No;Caucasian;531
15866;3085;217;1;39;13; Male;No;No;Caucasian;136
36355;3613;278;4;35;9; Male;No;Yes;Asian;187
11741;2271;182;4;59;12;Female;No;No;Asian;0
41.4;2561;215;2;36;14; Male;No;Yes;Caucasian;0
113659;7659;538;2;66;15; Male;Yes;Yes;African American;1155
69165;4668;341;2;34;11;Female;No;No;African American;156
39.11;3189;263;3;72;12; Male;No;No;Asian;0
21374;2073;175;2;74;11;Female;No;Yes;Caucasian;0
16479;5435;388;2;26;16; Male;No;No;African American;937
69943;7555;547;3;76;9; Male;No;Yes;Asian;1058
50699;3977;304;2;84;17;Female;No;No;African American;69
10354;3480;281;2;70;17; Male;No;Yes;Caucasian;333
14479;3907;296;3;43;16; Male;No;Yes;Caucasian;463
31353;1705;160;3;81;14; Male;No;Yes;Caucasian;0
28144;1567;142;3;51;10; Male;No;Yes;Caucasian;0
43479;4569;354;4;49;13; Male;Yes;Yes;African American;902
28508;3933;287;4;56;14; Male;No;Yes;Asian;336
16103;5390;418;4;45;10;Female;No;Yes;Caucasian;945
180379;9310;665;3;67;8;Female;Yes;Yes;Asian;1050
93039;7398;517;1;67;12; Male;No;Yes;African American;749
20089;2525;200;3;57;15;Female;No;Yes;African American;0
23012;1410;137;3;81;16; Male;No;No;Caucasian;0
180682;11966;832;2;58;8;Female;No;Yes;African American;1405
49502;6819;505;4;55;14; Male;No;Yes;Caucasian;1084
36934;4270;299;1;63;9;Female;No;Yes;Caucasian;283
34772;2021;167;3;57;9; Male;No;No;Asian;0
52179;7306;522;2;57;14; Male;No;No;Asian;1142
27272;1389;149;5;67;10;Female;No;Yes;Caucasian;0
33437;6207;451;4;44;9; Male;Yes;No;Caucasian;1549
19225;1433;122;3;38;14;Female;No;No;Caucasian;0
63534;8100;581;2;50;17;Female;No;Yes;Caucasian;1298
66989;5614;430;3;47;14;Female;No;Yes;Caucasian;482
58165;6617;460;1;56;12;Female;No;Yes;Caucasian;856
20.15;2646;199;2;25;14;Female;No;Yes;Asian;0
71408;7114;512;2;87;9; Male;No;No;Asian;872
41.4;2561;215;2;36;14; Male;No;Yes;Caucasian;0
25078;3096;236;2;27;15;Female;No;Yes;Caucasian;81
13444;886;121;5;44;10; Male;No;Yes;Asian;0
34142;5666;413;4;47;5;Female;No;Yes;Caucasian;863
73327;6555;472;2;43;15;Female;No;No;Caucasian;721
33694;4891;369;1;52;16; Male;Yes;No;African American;1036
115.52;9272;656;2;69;14; Male;No;No;African American;1140
36508;6386;469;4;79;6;Female;No;Yes;Caucasian;1048
104593;7075;514;4;71;11; Male;No;No;Asian;580
14292;3274;282;9;64;9; Male;No;Yes;Caucasian;382
163329;8732;636;3;50;14; Male;No;Yes;Caucasian;529
158889;11589;805;1;62;17;Female;No;Yes;Caucasian;1448
23793;3821;281;4;56;12;Female;Yes;Yes;African American;868
30002;1561;155;4;70;13;Female;No;Yes;Caucasian;0
57872;4171;321;5;67;12;Female;No;Yes;Caucasian;138
151947;9156;642;2;91;11;Female;No;Yes;African American;732
58063;4221;304;3;50;8; Male;No;No;African American;118
39422;5245;383;2;44;19; Male;No;No;African American;637
39422;5245;383;2;44;19; Male;No;No;African American;637
42915;2532;205;4;42;13; Male;No;Yes;Asian;0
38954;5222;370;4;76;13;Female;No;No;Caucasian;653
15602;906;103;2;36;11; Male;No;Yes;African American;0
33214;5137;387;3;59;9; Male;No;No;African American;661
33017;3180;224;2;28;16; Male;No;Yes;African American;29
54319;3063;248;3;59;8;Female;Yes;No;Caucasian;269
17316;1335;138;2;65;13; Male;No;No;African American;0
12238;4865;381;5;67;11;Female;No;No;Caucasian;836
151947;9156;642;2;91;11;Female;No;Yes;African American;732
39116;2150;173;4;75;15; Male;No;No;Caucasian;0
36142;1852;183;3;33;13;Female;No;No;African American;0
57872;4171;321;5;67;12;Female;No;Yes;Caucasian;138
104593;7075;514;4;71;11; Male;No;No;Asian;580
27272;1389;149;5;67;10;Female;No;Yes;Caucasian;0
10588;4049;296;1;66;13;Female;No;Yes;Caucasian;465
53566;5891;434;4;82;10;Female;No;No;Caucasian;712
26813;5611;411;4;55;16;Female;No;No;Caucasian;915
39055;5565;410;4;48;18;Female;No;Yes;Caucasian;772
22574;1551;134;3;43;13;Female;Yes;Yes;Caucasian;98
27952;3557;263;1;35;13;Female;No;Yes;Asian;163
10742;1757;156;3;57;15;Female;No;No;Caucasian;0
115.52;9272;656;2;69;14; Male;No;No;African American;1140
31335;3526;289;3;38;7;Female;No;No;Caucasian;172
121834;10673;750;3;54;16; Male;No;No;African American;1573
104593;7075;514;4;71;11; Male;No;No;Asian;580
13433;1134;112;3;70;14; Male;No;Yes;Caucasian;0
31335;3526;289;3;38;7;Female;No;No;Caucasian;172
33694;4891;369;1;52;16; Male;Yes;No;African American;1036
53308;2860;214;1;84;10; Male;No;Yes;Caucasian;0
76273;4779;367;4;65;14;Female;No;Yes;Caucasian;133
26.37;3235;268;5;78;11; Male;No;Yes;Asian;159
27369;3449;288;3;40;9;Female;No;Yes;Caucasian;162
12335;4471;344;3;79;12; Male;No;Yes;African American;611
20405;4543;329;2;72;17; Male;Yes;No;Asian;1054
160231;10748;754;2;69;17; Male;No;No;Caucasian;1192
17316;1335;138;2;65;13; Male;No;No;African American;0
43.54;2906;232;4;69;11; Male;No;No;Caucasian;0
62602;7056;481;1;84;11;Female;No;No;Caucasian;904
11795;3899;300;4;25;10;Female;No;No;Caucasian;531
72945;8603;621;3;64;8;Female;No;No;Caucasian;1355
149316;10278;707;1;80;16; Male;No;No;African American;1107
160231;10748;754;2;69;17; Male;No;No;Caucasian;1192
13676;2330;203;5;80;16;Female;No;No;African American;0
10635;3584;294;5;69;16; Male;No;Yes;Asian;423
186634;13414;949;2;41;14;Female;No;Yes;African American;1809
14132;2998;251;4;75;17; Male;No;No;Caucasian;133
51532;5096;380;2;31;15; Male;No;Yes;Caucasian;481
140672;11200;817;7;46;9; Male;No;Yes;African American;1677
41419;2120;184;4;24;11;Female;Yes;No;Caucasian;156
115123;7760;538;3;83;14;Female;No;No;African American;661
12335;4471;344;3;79;12; Male;No;Yes;African American;611
98515;8760;633;5;78;11;Female;No;No;African American;1230
29725;3536;270;2;52;15;Female;No;No;African American;133
19537;1362;143;4;34;9;Female;No;Yes;Asian;0
75406;3874;298;3;41;14;Female;No;Yes;Asian;0
68462;4712;340;2;71;16; Male;No;Yes;Caucasian;136
41192;3673;297;3;54;16;Female;No;Yes;Caucasian;121
15354;2101;171;2;65;14; Male;No;No;Asian;0
24824;5495;409;1;33;9; Male;Yes;No;Caucasian;1352
39055;5565;410;4;48;18;Female;No;Yes;Caucasian;772
12581;3976;291;2;48;16; Male;No;Yes;Caucasian;474
151947;9156;642;2;91;11;Female;No;Yes;African American;732
69656;8244;579;3;41;14; Male;No;Yes;African American;1329
21455;5829;427;4;80;12;Female;No;Yes;African American;1018
34537;3271;250;3;57;17;Female;No;Yes;Asian;47
44522;2252;205;6;72;15; Male;No;Yes;Asian;0
36934;4270;299;1;63;9;Female;No;Yes;Caucasian;283
67937;5184;383;4;63;12; Male;No;Yes;Asian;345
55367;6340;448;1;33;15; Male;No;Yes;Caucasian;815
29725;3536;270;2;52;15;Female;No;No;African American;133
42529;4986;369;2;37;11; Male;No;Yes;Asian;489
36934;4270;299;1;63;9;Female;No;Yes;Caucasian;283
104593;7075;514;4;71;11; Male;No;No;Asian;580
113772;6442;489;4;69;15; Male;Yes;Yes;Caucasian;790
45.12;3762;287;3;80;8; Male;No;Yes;Caucasian;70
34537;3271;250;3;57;17;Female;No;Yes;Asian;47
20103;2631;213;3;61;10; Male;No;Yes;African American;0
17.7;2860;235;4;63;16;Female;No;No;Asian;89
41025;4229;337;3;79;19;Female;No;Yes;Caucasian;246
15629;2493;186;1;60;14; Male;No;Yes;Asian;0
30132;2168;206;3;52;17; Male;No;No;Caucasian;0
10403;4159;310;3;43;7; Male;No;Yes;Asian;571
53401;5319;377;3;35;12;Female;No;No;African American;541
59855;4964;365;1;46;13;Female;No;Yes;Caucasian;295
63534;8100;581;2;50;17;Female;No;Yes;Caucasian;1298
29638;5833;433;3;29;15;Female;No;Yes;Asian;942
57872;4171;321;5;67;12;Female;No;Yes;Caucasian;138
10627;1647;149;2;71;10;Female;Yes;Yes;Asian;195
104593;7075;514;4;71;11; Male;No;No;Asian;580
91876;6754;483;2;33;10; Male;No;Yes;Caucasian;605
52179;7306;522;2;57;14; Male;No;No;Asian;1142
73327;6555;472;2;43;15;Female;No;No;Caucasian;721
35864;4831;353;3;66;13;Female;No;Yes;Caucasian;534
107841;10384;728;3;87;7; Male;No;No;African American;1597
39116;2150;173;4;75;15; Male;No;No;Caucasian;0
30622;3293;251;1;68;16; Male;Yes;No;Caucasian;532
57.1;4742;372;7;79;18;Female;No;Yes;Asian;379
15602;906;103;2;36;11; Male;No;Yes;African American;0
31335;3526;289;3;38;7;Female;No;No;Caucasian;172
13676;2330;203;5;80;16;Female;No;No;African American;0
34.48;6090;442;3;36;14; Male;No;No;Caucasian;962
16819;1337;115;2;74;15; Male;No;Yes;Asian;0
61069;7871;564;3;56;14; Male;No;Yes;Caucasian;1264
24919;5051;372;3;76;11;Female;No;Yes;African American;711
33437;6207;451;4;44;9; Male;Yes;No;Caucasian;1549
12581;3976;291;2;48;16; Male;No;Yes;Caucasian;474
72945;8603;621;3;64;8;Female;No;No;Caucasian;1355
44847;5765;437;3;53;13;Female;Yes;No;Asian;1246
53217;4943;362;2;46;16;Female;No;Yes;Asian;382
27999;5107;380;1;55;10; Male;No;Yes;Caucasian;651
35.61;6135;466;4;40;12; Male;No;No;Caucasian;992
49.57;6384;448;1;28;9;Female;No;Yes;Asian;891
27241;1402;128;2;67;15;Female;No;Yes;Asian;0
135118;10578;747;3;81;15;Female;No;Yes;Asian;1393
25124;4776;378;4;29;12; Male;No;Yes;Caucasian;657
80616;5308;394;1;57;7;Female;No;Yes;Asian;204
51532;5096;380;2;31;15; Male;No;Yes;Caucasian;481
44522;2252;205;6;72;15; Male;No;Yes;Asian;0
10354;3480;281;2;70;17; Male;No;Yes;Caucasian;333
36142;1852;183;3;33;13;Female;No;No;African American;0
27512;4613;344;5;72;17; Male;No;Yes;Asian;573
58781;7402;538;2;81;12;Female;No;Yes;Asian;1103
39.11;3189;263;3;72;12; Male;No;No;Asian;0
51872;5294;390;4;81;17;Female;No;No;Caucasian;531
54663;4116;314;2;70;8;Female;No;No;African American;75
29.4;4840;368;3;76;18;Female;No;Yes;Caucasian;588
11795;3899;300;4;25;10;Female;No;No;Caucasian;531
27847;5619;418;2;78;15;Female;No;Yes;Caucasian;822
27369;3449;288;3;40;9;Female;No;Yes;Caucasian;162
20088;1870;180;3;76;16; Male;No;No;African American;0
15846;4768;365;4;53;12;Female;No;No;Caucasian;745
15717;905;93;1;38;16; Male;Yes;Yes;Caucasian;0
135118;10578;747;3;81;15;Female;No;Yes;Asian;1393
31811;4284;338;5;75;13;Female;No;Yes;Caucasian;429
76273;4779;367;4;65;14;Female;No;Yes;Caucasian;133
62328;5228;377;3;83;15; Male;No;No;Caucasian;380
69943;7555;547;3;76;9; Male;No;Yes;Asian;1058
44205;5441;394;1;32;12; Male;No;Yes;Caucasian;607
123299;8376;610;2;89;17; Male;Yes;No;African American;1259
27241;1402;128;2;67;15;Female;No;Yes;Asian;0
40885;5013;379;3;46;13;Female;No;Yes;African American;549
104593;7075;514;4;71;11; Male;No;No;Asian;580
66989;5614;430;3;47;14;Female;No;Yes;Caucasian;482
27578;2531;195;1;34;15;Female;No;Yes;Caucasian;0
27039;2161;173;3;40;17;Female;No;No;Caucasian;0
23857;1501;150;3;56;16; Male;No;Yes;Caucasian;0
10726;1568;162;5;46;19; Male;No;Yes;Asian;0
57337;5310;392;2;45;7;Female;No;No;Caucasian;456
87625;7167;515;2;46;10;Female;No;No;African American;767
35.51;5198;364;2;35;20;Female;No;No;Asian;631
64173;6127;433;1;80;10; Male;No;Yes;Caucasian;578
24.46;1924;165;2;50;14;Female;No;Yes;Asian;0
48577;5145;389;3;71;13;Female;No;Yes;Asian;503
15079;5673;411;4;28;15;Female;No;Yes;Asian;1075
107986;6033;449;4;64;14; Male;No;Yes;Caucasian;227
14595;2955;260;5;37;9; Male;No;Yes;African American;204
16482;3326;268;4;41;15; Male;No;No;Caucasian;271
29638;5833;433;3;29;15;Female;No;Yes;Asian;942
26067;3388;266;4;74;17;Female;No;Yes;African American;155
27272;1389;149;5;67;10;Female;No;Yes;Caucasian;0
46007;6637;491;4;42;14; Male;No;Yes;Caucasian;1046
41365;5303;377;1;45;14; Male;No;No;Caucasian;606
28144;1567;142;3;51;10; Male;No;Yes;Caucasian;0
34.48;6090;442;3;36;14; Male;No;No;Caucasian;962
26.37;3235;268;5;78;11; Male;No;Yes;Asian;159
49927;6396;485;3;75;17;Female;No;Yes;Caucasian;890
158889;11589;805;1;62;17;Female;No;Yes;Caucasian;1448
41532;5000;353;2;50;12; Male;No;Yes;Caucasian;531
30682;1671;160;2;77;7;Female;No;No;Caucasian;0
26813;5611;411;4;55;16;Female;No;No;Caucasian;915
61069;7871;564;3;56;14; Male;No;Yes;Caucasian;1264
88.83;4952;360;4;86;16;Female;No;Yes;Caucasian;15
23.45;2450;180;2;78;13; Male;No;No;Caucasian;0
29564;2529;192;1;30;12;Female;No;Yes;Caucasian;0
35177;2117;186;3;62;16;Female;No;No;Caucasian;0
30012;1511;137;2;33;17; Male;No;Yes;Caucasian;0
25974;2308;196;2;24;10; Male;No;No;Asian;0
82706;7506;536;2;64;13;Female;No;Yes;Asian;905
10793;3878;321;8;29;13; Male;No;No;Caucasian;638
36142;1852;183;3;33;13;Female;No;No;African American;0
124.29;9560;701;3;52;17;Female;Yes;No;Asian;1687
66989;5614;430;3;47;14;Female;No;Yes;Caucasian;482
63095;8117;589;4;30;14; Male;No;Yes;Caucasian;1407
44522;2252;205;6;72;15; Male;No;Yes;Asian;0
20089;2525;200;3;57;15;Female;No;Yes;African American;0
89;5759;440;3;37;6;Female;No;No;Caucasian;345
75406;3874;298;3;41;14;Female;No;Yes;Asian;0
36934;4270;299;1;63;9;Female;No;Yes;Caucasian;283
66989;5614;430;3;47;14;Female;No;Yes;Caucasian;482
30.42;4442;316;1;30;14;Female;No;No;African American;450
68713;7582;531;2;56;16; Male;Yes;No;Caucasian;1587
12335;4471;344;3;79;12; Male;No;Yes;African American;611
10735;3746;280;2;44;17;Female;No;Yes;Caucasian;410
37878;6827;482;2;80;13;Female;No;No;Caucasian;1129
42529;4986;369;2;37;11; Male;No;Yes;Asian;489
63931;5728;435;3;28;14;Female;No;Yes;African American;581
19225;1433;122;3;38;14;Female;No;No;Caucasian;0
44847;5765;437;3;53;13;Female;Yes;No;Asian;1246
49794;5758;410;4;40;8; Male;No;No;Caucasian;734
22939;4923;355;1;47;18;Female;No;Yes;Asian;663
28575;2959;231;2;60;11;Female;No;No;African American;0
27794;3807;301;4;35;8;Female;No;Yes;African American;320
60579;5149;388;5;38;15; Male;No;Yes;Asian;443
23.35;2558;220;3;49;12;Female;Yes;No;Caucasian;419
121709;7818;584;4;50;6; Male;No;Yes;Caucasian;701
39055;5565;410;4;48;18;Female;No;Yes;Caucasian;772
25078;3096;236;2;27;15;Female;No;Yes;Caucasian;81
15846;4768;365;4;53;12;Female;No;No;Caucasian;745
59879;6906;527;6;78;15;Female;No;No;Caucasian;1032
130209;10088;730;7;39;19;Female;No;Yes;Caucasian;1426
26.37;3235;268;5;78;11; Male;No;Yes;Asian;159
44847;5765;437;3;53;13;Female;Yes;No;Asian;1246
39609;2539;188;1;40;14; Male;No;Yes;Asian;0
36929;6257;445;1;24;14;Female;No;Yes;Asian;976
40885;5013;379;3;46;13;Female;No;Yes;African American;549
130209;10088;730;7;39;19;Female;No;Yes;Caucasian;1426
23375;5429;396;3;57;15;Female;No;Yes;Caucasian;844
128.04;6982;518;2;78;11;Female;No;Yes;Caucasian;250
16482;3326;268;4;41;15; Male;No;No;Caucasian;271
41365;5303;377;1;45;14; Male;No;No;Caucasian;606
23857;1501;150;3;56;16; Male;No;Yes;Caucasian;0
123299;8376;610;2;89;17; Male;Yes;No;African American;1259
89;5759;440;3;37;6;Female;No;No;Caucasian;345
18967;1626;156;2;41;11;Female;No;Yes;Asian;0
12456;5395;392;3;65;14; Male;No;Yes;Caucasian;955
41868;4716;342;2;47;18; Male;No;No;Caucasian;425
14.09;4323;326;5;25;16;Female;No;Yes;African American;671
24088;3665;287;4;56;13;Female;No;Yes;Caucasian;309
10403;4159;310;3;43;7; Male;No;Yes;Asian;571
23949;5343;383;2;40;18; Male;No;Yes;African American;829
19782;3782;293;2;46;16;Female;Yes;No;Caucasian;840
123299;8376;610;2;89;17; Male;Yes;No;African American;1259
24.46;1924;165;2;50;14;Female;No;Yes;Asian;0
73914;7333;529;6;67;15;Female;No;Yes;Caucasian;1048
29725;3536;270;2;52;15;Female;No;No;African American;133
10503;2923;232;3;25;18;Female;No;Yes;African American;191
128669;9824;685;3;67;16; Male;No;Yes;Asian;1243
10354;3480;281;2;70;17; Male;No;Yes;Caucasian;333
17765;5072;364;1;66;12;Female;No;Yes;Caucasian;732
128.04;6982;518;2;78;11;Female;No;Yes;Caucasian;250
10842;4391;358;5;37;10;Female;Yes;Yes;Caucasian;1216
35864;4831;353;3;66;13;Female;No;Yes;Caucasian;534
19588;3211;265;4;59;14;Female;No;No;Asian;199
20791;2672;204;1;70;18;Female;No;No;African American;0
14084;855;120;5;46;17;Female;No;Yes;African American;0
25078;3096;236;2;27;15;Female;No;Yes;Caucasian;81
44646;4431;320;2;49;15; Male;Yes;Yes;Caucasian;797
57.1;4742;372;7;79;18;Female;No;Yes;Asian;379
49502;6819;505;4;55;14; Male;No;Yes;Caucasian;1084
20191;5767;431;4;42;16; Male;No;Yes;African American;1023
10588;4049;296;1;66;13;Female;No;Yes;Caucasian;465
25078;3096;236;2;27;15;Female;No;Yes;Caucasian;81
35177;2117;186;3;62;16;Female;No;No;Caucasian;0
48498;6040;456;3;47;16; Male;No;Yes;Caucasian;812
48498;6040;456;3;47;16; Male;No;Yes;Caucasian;812
14292;3274;282;9;64;9; Male;No;Yes;Caucasian;382
77.38;7569;564;3;50;12;Female;No;Yes;Caucasian;997
83851;8494;607;5;47;18; Male;No;No;Caucasian;1311
15125;3300;266;5;66;13;Female;No;No;Caucasian;279
30733;2832;249;4;51;13; Male;No;No;Caucasian;0
148924;9504;681;3;36;11;Female;No;No;Asian;964
59.53;7518;543;3;52;9;Female;No;No;African American;1176
20405;4543;329;2;72;17; Male;Yes;No;Asian;1054
160231;10748;754;2;69;17; Male;No;No;Caucasian;1192
83869;7667;554;2;83;11; Male;No;No;African American;930
57337;5310;392;2;45;7;Female;No;No;Caucasian;456
18145;3461;279;3;56;15; Male;No;Yes;African American;255
33437;6207;451;4;44;9; Male;Yes;No;Caucasian;1549
33657;6196;450;6;55;9;Female;No;No;Caucasian;1092
12;4160;320;4;28;14;Female;No;Yes;Caucasian;602
24314;3409;270;2;23;7;Female;No;Yes;Caucasian;194
54319;3063;248;3;59;8;Female;Yes;No;Caucasian;269
52179;7306;522;2;57;14; Male;No;No;Asian;1142
85425;5182;402;6;60;12; Male;No;Yes;African American;218
121709;7818;584;4;50;6; Male;No;Yes;Caucasian;701
27272;1389;149;5;67;10;Female;No;Yes;Caucasian;0
23793;3615;263;2;70;14; Male;No;No;African American;216
43682;6922;511;1;49;9; Male;No;Yes;Caucasian;1081
89;5759;440;3;37;6;Female;No;No;Caucasian;345
103893;7416;549;3;84;17; Male;No;No;Asian;669
83869;7667;554;2;83;11; Male;No;No;African American;930
72945;8603;621;3;64;8;Female;No;No;Caucasian;1355
55187;5352;385;4;50;17;Female;No;Yes;Caucasian;538
29.4;4840;368;3;76;18;Female;No;Yes;Caucasian;588
33694;4891;369;1;52;16; Male;Yes;No;African American;1036
12;4160;320;4;28;14;Female;No;Yes;Caucasian;602
24889;3954;318;4;75;12; Male;No;Yes;Caucasian;357
28316;4391;316;2;29;10;Female;No;No;Caucasian;453
17316;1335;138;2;65;13; Male;No;No;African American;0
58063;4221;304;3;50;8; Male;No;No;African American;118
